Chemical.ID	Chemical.Name	pathway	parent	uniqueID	readout	mask	curvep_wauc	curvep_pod	curvep_remark	curvep_n_corrections	curvep_mask	conc0	conc1	conc2	conc3	conc4	conc5	resp0	resp1	resp2	resp3	resp4	resp5	curvep_r0	curvep_r1	curvep_r2	curvep_r3	curvep_r4	curvep_r5
N3	3,3'-Iminodipropionitrile	TOG		N3	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-1.9652532395	2.044947241	-4.2207562585	2.830154675	-7.061735694	-2.5927256595	0	0	0	0	0	0
N30	Hexachlorophene	TOG		N30	luc.a		-110.778816	-5.17596225	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	2.4304223135	7.8867941615	4.355399874	-16.5793966075	-42.466959485	-93.60821433	0	0	0	-16.5793966	-42.4669595	-93.6082143
N31_1	Deltamethrin	TOG		N31_1	luc.a		-46.2125325	-4.60841383	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	0.5180810775	6.360649156	2.1626660055	-1.3039256835	-13.402755685	-71.13580065	0	0	0	0	-13.4027557	-71.1358006
N31_2	Deltamethrin	TOG		N31_2	luc.a		-60.6801572	-4.69919665	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-3.0855396165	5.3816459945	2.2536402	-4.310031963	-17.447723875	-91.24014295	0	0	0	0	-17.4477239	-91.240143
N32	Dichlorodiphenyltrichloroethane (DDT)	TOG		N32	luc.a		-148.678048	-4.94717483	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	2.6314699745	7.073960317	2.5627664285	-0.7246791425	-99.352890625	-100	0	0	0	0	-99.3528906	-100
N33_1	Triphenyl phosphate	TOG		N33_1	luc.a		-27.6626671	-4.60906469	BLIP	1	1 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-16.3930558425	3.039750594	-0.2958385965	-5.069738245	-13.425069745	-32.241774415	0	0	0	0	-13.4250697	-32.2417744
N33_2	Triphenyl phosphate	TOG		N33_2	luc.a		-83.9626765	-5.01904085	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-3.791197658	-0.4566809505	-3.124285974	-11.415707859	-23.206300155	-95.218264365	0	0	0	-11.4157079	-23.2063002	-95.2182644
N34	Acrylamide	TOG		N34	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-0.135524982	4.4074808145	3.3723669945	0.7644881095	-7.611944485	-1.898753986	0	0	0	0	0	0
N35	Tricresyl phosphate	TOG		N35	luc.a		-32.6927994	-4.66369396	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-2.776395353	-0.5486184805	3.1362991665	-4.4582324465	-15.60582699	-37.80085318	0	0	0	0	-15.605827	-37.8008532
N36	Colchicine	TOG		N36	luc.a		0	-4	NOISY	6	1 1 1 1 1 1	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-30.299103655	-20.83556693	-32.89222821	-34.250312315	-22.965509335	-21.233886105	0	0	0	0	0	0
N37	permethrin	TOG		N37	luc.a		-30.1431353	-4.60067299	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-1.4701763015	0.3693964705	4.546257067	-2.3237870995	-13.14294726	-38.08977892	0	0	0	0	-13.1429473	-38.0897789
N38	Phenanthrene	TOG		N38	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	1.6942796655	2.7792459275	3.892136851	0.5173564825	-5.2120097285	-6.1422775805	0	0	0	0	0	0
N39	Benzo(e)pyrene	TOG		N39	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-1.248274236	2.7042783855	2.868916166	-3.0193105245	-2.16929773	-2.5230072925	0	0	0	0	0	0
N4	Thalidomide	TOG		N4	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-2.4464221485	0.20216322	-0.399090819	-2.597311725	-7.9983383595	-2.278807996	0	0	0	0	0	0
N40	6-Propyl-2-thiouracil	TOG		N40	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-1.000236687	2.9499568085	4.5636096	2.3858527325	-6.086756621	-4.768549256	0	0	0	0	0	0
N41	Acenaphthylene	TOG		N41	luc.a		-30.3930014	-4.70128532	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	2.8766301755	4.719832341	-1.75109498	3.4837157625	-17.56972158	-28.783409865	0	0	0	0	-17.5697216	-28.7834099
N42	Carbaryl	TOG		N42	luc.a		-24.0546204	-4.60334961	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-0.2698232715	5.669548246	-0.0763120014999999	-3.8056938235	-13.2316366	-25.120104355	0	0	0	0	-13.2316366	-25.1201044
N43	Carbamic acid, butyl-, 3-iodo-2-propynyl ester	TOG		N43	luc.a		-140.412224	-4.94440977	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	0.6562497815	3.3717134135	0.026418301	-6.061580015	-94.4110783	-93.481015635	0	0	0	0	-94.4110783	-93.4810156
N44	Acetic acid, manganese(2+) salt	TOG		N44	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-0.447679002	3.558849083	-7.372258917	-1.719133876	-4.855562154	-4.783797258	0	0	0	0	0	0
N45	Rotenone	TOG		N45	luc.a		-172.81126	-5.75746291	BASE_SHIFT?	2	1 1 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-11.37158265	-11.58314147	-21.639304335	-33.83536232	-43.71032669	-99.954920345	0	0	-21.6393043	-33.8353623	-43.7103267	-99.9549203
N46	Heptachlor	TOG		N46	luc.a		-144.030965	-4.94476401	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-2.0649011345	2.5175502915	-6.4685578065	0.345618669	-95.016559305	-99.365564055	0	0	0	0	-95.0165593	-99.3655641
N47	Acetaminophen (4-hydroxyacetanilide)	TOG		N47	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-2.5067395025	-0.027492697	6.995351616	-3.7083480165	-9.3930537965	-9.3507717305	0	0	0	0	0	0
N48	D-Glucitol	TOG		N48	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	0.179195734	2.203430838	1.9955070605	2.5171360845	-9.6564500025	-8.4696253075	0	0	0	0	0	0
N49	Manganese, tricarbonyl[(1,2,3,4,5-.eta.)-1-methyl-2,4-cyclopentadien-1-yl]-	TOG		N49	luc.a		-16.8829934	-4.54751879	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-2.964976206	2.958193022	9.7542803435	3.4253010485	-11.599009497	-13.64318452	0	0	0	0	-11.5990095	-13.6431845
N5	1-methyl-4-phenylpyridinium iodide	TOG		N5	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-0.327100313	4.151560056	0.053413427	-0.8496779545	-8.460960133	-5.803876775	0	0	0	0	0	0
N50	Naphthalene	TOG		N50	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-1.281738043	6.3266297815	5.6283513105	4.142172284	-6.2491805205	-6.7300939695	0	0	0	0	0	0
N51	Parathion	TOG		N51	luc.a		-5.01114039	-4.04210642	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	6.3793043485	8.1023542975	0.795526178	-2.5099013765	-3.5819546985	-11.9633886595	0	0	0	0	0	-11.9633887
N52	Benz(a)anthracene	TOG		N52	luc.a		0	-4	NOISY	1	0 1 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-1.0190947725	-19.303938175	0.319359857	-1.22798449	-0.3213827145	-2.1566800815	0	0	0	0	0	0
N53	Lindane	TOG		N53	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	0.178966565	2.841012238	2.5086676595	-4.850321592	-4.99090578	-4.8885392635	0	0	0	0	0	0
N54	Acetylsalicylic acid	TOG		N54	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-1.738467322	4.6217547025	-1.280075509	1.04220587	-6.176081106	-7.291433208	0	0	0	0	0	0
N55	L-Ascorbic acid	TOG		N55	luc.a		0	-4	NOISY	1	0 0 0 0 1 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	0.3602598345	5.3707790615	2.9135480385	-3.301474455	-24.721519915	-7.3114349685	0	0	0	0	0	0
N56	Fluorene	TOG		N56	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-0.5683646365	1.831112688	1.6207326545	1.068647927	-5.613468612	-4.9298275845	0	0	0	0	0	0
N57	Anthracene	TOG		N57	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-2.8525508505	1.709332116	1.219257671	4.6149534645	-0.6001221355	-6.257524108	0	0	0	0	0	0
N58	Aldicarb	TOG		N58	luc.a		-5.48072731	-4.07925853	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-0.0356937515	-4.912207944	3.6736282575	-8.849671656	-7.293038704	-12.9652934	0	0	0	0	0	-12.9652934
N59	Tebuconazole	TOG		N59	luc.a		-11.8066938	-4.30552549	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	1.187153516	3.8519122015	2.053755349	-1.036411907	-10.481603093	-26.462295985	0	0	0	0	0	-26.462296
N6_1	Saccharin Sodium Salt hydrate	TOG		N6_1	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-0.20637903	2.4752841175	-2.643711758	-3.0400489875	-8.4900455755	-3.2252171015	0	0	0	0	0	0
N6_2	Saccharin Sodium Salt hydrate	TOG		N6_2	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-0.433623286	4.4179348775	1.889366195	-2.1016800225	-0.9946574135	-9.7014475125	0	0	0	0	0	0
N60	5-Fluorouracil	TOG		N60	luc.a		0	-4	NOISY	1	0 1 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	0.9706089195	-17.764978341	0.6076144715	3.1084353075	-7.134367937	-10.513988205	0	0	0	0	0	0
N61	Benzo(b)fluoranthene	TOG		N61	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	3.1606116525	-3.3726288055	2.734901696	-1.622252825	0.521333973	3.3720337255	0	0	0	0	0	0
N62	Chlorpyrifos (Dursban)	TOG		N62	luc.a		-14.2485682	-4.34127919	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	1.953205301	6.988369329	-2.513898482	-2.169482815	-6.2334068775	-31.672248435	0	0	0	0	0	-31.6722484
N63	Acenaphthene	TOG		N63	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-1.387583694	7.6913322915	-0.028016357	-3.071085677	-8.5095985925	-7.2667701945	0	0	0	0	0	0
N64	Diethylstilbestrol	TOG		N64	luc.a		-49.4976155	-4.69018559	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-2.836733078	0.0289274845	0.3579819035	-7.536102276	-16.940250895	-69.442243295	0	0	0	0	-16.9402509	-69.4422433
N65	Diazepam	TOG		N65	luc.a		-5.25755287	-4.06234501	OK	1	0 1 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-3.291292887	-24.110483496	0.7345132665	-0.312094242	-10.538823887	-12.489131235	0	0	0	0	0	-12.4891312
N66	2,2',4,4',5,5'-Hexabromodiphenyl ether	TOG		N66	luc.a		-31.479302	-4.71497446	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-0.853033621	-6.609955734	-2.0824570485	-0.497785074	-18.413556335	-29.211749215	0	0	0	0	-18.4135563	-29.2117492
N67	chrysene	TOG		N67	luc.a		-21.1143829	-4.57759076	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-2.440305875	-0.0343950255	-2.4966131265	-5.212810917	-12.42476099	-20.74872264	0	0	0	0	-12.424761	-20.7487226
N68	Dibenz(a,h)anthracene	TOG		N68	luc.a		-30.2065458	-4.75086648	SINGLE_POINT_ACT	1	0 0 0 0 0 1	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-1.784392845	1.5696605395	-0.4040516385	-0.894661209	-21.06634967	-15.511229225	0	0	0	0	-21.0663497	-21.0663497
N69_1	Methyl mercuric (II) chloride	TOG		N69_1	luc.a		-409.329378	-6.22015627	OK	1	0 0 0 0 0 1	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-9.4870320075	-18.99979904	-83.955514295	-91.805529315	-90.148319185	-84.53433234	0	-18.999799	-83.9555143	-91.8055293	-90.1483192	-90.1483192
N69_2	Methyl mercuric (II) chloride	TOG		N69_2	luc.a		-381.736731	-5.94249631	BASE_SHIFT?	2	1 1 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-11.77801182	-11.318224924	-91.26951313	-92.84118664	-93.158121585	-89.624605705	0	0	-91.2695131	-92.8411866	-93.1581216	-89.6246057
N7	6-Hydroxydopamine hydrochloride	TOG		N7	luc.a		-108.992236	-4.9182005	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	1.450703279	2.0242720155	0.4137394465	-3.0932532655	-64.160948555	-91.14556371	0	0	0	0	-64.1609486	-91.1455637
N70	Bis(tributyltin)oxide	TOG		N70	luc.a		-169.773488	-5.17743093	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-0.488180852	6.6388119255	5.3826718955	-16.649884655	-97.17702205	-98.739658575	0	0	0	-16.6498847	-97.1770221	-98.7396586
N71	Benzo[g,h,i]perylene	TOG		N71	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	1.87260392	11.336534419	-1.465858197	-0.7555906065	-2.065947565	-1.977635544	0	0	0	0	0	0
N72	Dibenz[a,c]anthracene	TOG		N72	luc.a		0	-4	NOISY	1	0 0 0 1 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-2.6419952105	8.9314382535	6.9758442265	-26.63900471	-6.464274211	6.257570361	0	0	0	0	0	0
N73	2,3,7,8-Tetrachlorodibenzo-p-dioxin	TOG		N73	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-2.2242298015	7.135562539	-8.1628765935	-6.184151766	-4.631854636	-4.6953259555	0	0	0	0	0	0
N74	Isodecyl diphenyl phosphate	TOG		N74	luc.a		-60.8974092	-4.64170656	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-2.909007975	5.7269370825	-6.7593935975	-8.179960285	-14.648143805	-98.589317465	0	0	0	0	-14.6481438	-98.5893175
N75	Phenol, isopropylated, phosphate (3:1)	TOG		N75	luc.a		-90.8557566	-4.89008924	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-5.4218898505	2.181532884	-4.1452277825	-6.673220076	-47.75086461	-87.969039875	0	0	0	0	-47.7508646	-87.9690399
N76	tert-Butylphenyl diphenyl phosphate	TOG		N76	luc.a		-128.90469	-4.93443625	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-3.7377604745	5.1601468925	-7.7781082045	-10.9074760905	-80.049327805	-98.997065975	0	0	0	0	-80.0493278	-98.997066
N8	Valproic acid sodium salt	TOG		N8	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	1.249441726	-4.899083463	0.503034197	2.7269271175	-5.7151915455	-2.8414577295	0	0	0	0	0	0
N81_1	DMSO	TOG		N81_1	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-5.1900367455	0.5424575305	1.1439513985	-0.822629133	-0.25729081	1.5125655825	0	0	0	0	0	0
N81_2	DMSO	TOG		N81_2	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-2.5402644215	8.957491368	-2.3283948395	1.7375692125	0.076002842	0.211821849	0	0	0	0	0	0
N81_3	DMSO	TOG		N81_3	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	2.027389943	0.437451098	-2.5392348335	-1.4312637695	-0.3454919795	1.5226779255	0	0	0	0	0	0
N81_4	DMSO	TOG		N81_4	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	1.4131908145	5.897637377	2.8751378605	4.5927949125	-4.9430704375	-2.0345160055	0	0	0	0	0	0
N81_5	DMSO	TOG		N81_5	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	1.860371373	3.6757016895	-3.135292792	-2.00979252	-0.1347813125	0.9528117385	0	0	0	0	0	0
N81_6	DMSO	TOG		N81_6	luc.a		0	-4	NOISY	1	0 1 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	2.0696996845	-29.499001214	3.9432953015	-0.9242455355	4.217972369	-0.207426258	0	0	0	0	0	0
N81_7	DMSO	TOG		N81_7	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-4.466590076	5.6398534135	-6.0348504155	-1.882914027	3.1797989925	-0.8385446965	0	0	0	0	0	0
N81_8	DMSO	TOG		N81_8	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	4.826239429	4.348408741	6.075388321	0.7404808595	-1.7931396635	-3.585003691	0	0	0	0	0	0
N9	2-Methyoxyethanol	TOG		N9	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	2.440235851	3.1078528605	-0.087721886	2.940384562	-7.235817916	-7.595334572	0	0	0	0	0	0
