Chemical.ID	Chemical.Name	pathway	parent	uniqueID	readout	mask	curvep_wauc	curvep_pod	curvep_remark	curvep_n_corrections	curvep_mask	conc0	conc1	conc2	conc3	conc4	conc5	resp0	resp1	resp2	resp3	resp4	resp5	curvep_r0	curvep_r1	curvep_r2	curvep_r3	curvep_r4	curvep_r5
N31_2	Deltamethrin	TPC		N31_2	luc.a		-41.7459407	-4.40843918	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	6.1280508725	5.6328928045	9.308855799	2.5262217715	-4.3990237245	-91.38076377	0	0	0	0	0	-91.3807638
N32	Dichlorodiphenyltrichloroethane (DDT)	TPC		N32	luc.a		-147.082066	-4.90366647	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-1.3564517235	-4.11277533	7.28898747	5.8864708925	-99.05611271	-100	0	0	0	0	-99.0561127	-100
N33_1	Triphenyl phosphate	TPC		N33_1	luc.a		-17.7540292	-4.26268779	BLIP	1	1 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-23.800809755	8.104552127	3.154864438	-3.441117186	-10.8396664	-40.191923505	0	0	0	0	0	-40.1919235
N33_2	Triphenyl phosphate	TPC		N33_2	luc.a		-42.7244955	-4.41099545	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	7.216872155	8.9127753305	0.106184667	0.208808584	-1.465570092	-93.46859591	0	0	0	0	0	-93.4685959
N34	Acrylamide	TPC		N34	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	6.237847977	5.604698974	3.183180349	7.605219006	7.501359152	-4.3107728905	0	0	0	0	0	0
N35	Tricresyl phosphate	TPC		N35	luc.a		-24.240202	-4.32933013	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	10.1813939665	11.70396476	-3.924113358	6.050620994	-4.5008154905	-54.030740095	0	0	0	0	0	-54.0307401
N36	Colchicine	TPC		N36	luc.a		0	-4	NOISY	6	1 1 1 1 1 1	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-44.13157353	-30.661967695	-46.586752875	-43.93791264	-28.00545974	-25.76186242	0	0	0	0	0	0
N37	permethrin	TPC		N37	luc.a		-26.7428775	-4.34673757	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	0.263055562	14.61732746	4.3158167985	7.276918806	-12.2554973345	-59.37041699	0	0	0	0	0	-59.370417
N38	Phenanthrene	TPC		N38	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	7.6103117785	8.132745963	1.4747870405	7.180359923	-2.326173208	7.033730959	0	0	0	0	0	0
N39	Benzo(e)pyrene	TPC		N39	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	8.2416451265	6.0558002935	3.202057623	-1.5292513065	10.018391922	16.484404775	0	0	0	0	0	0
N4	Thalidomide	TPC		N4	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	2.568794748	11.873127755	4.504589536	2.9703926325	15.404101745	-1.09588092	0	0	0	0	0	0
N40	6-Propyl-2-thiouracil	TPC		N40	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	3.2824759245	7.0801762115	6.109157838	5.1622792725	-0.0219777674999992	4.3177015375	0	0	0	0	0	0
N41	Acenaphthylene	TPC		N41	luc.a		-8.40580026	-4.0063701	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-4.805910744	13.72452276	-2.782038274	1.0488708645	-5.370672404	-20.246659815	0	0	0	0	0	-20.2466598
N42	Carbaryl	TPC		N42	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	7.0064277055	3.33979442	-2.8669860075	1.7344389325	-8.757562087	-19.535318775	0	0	0	0	0	0
N43	Carbamic acid, butyl-, 3-iodo-2-propynyl ester	TPC		N43	luc.a		-138.311184	-4.89816788	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	1.415925155	10.9709251085	-9.936525167	4.6794848585	-93.707418075	-93.274593805	0	0	0	0	-93.7074181	-93.2745938
N44	Acetic acid, manganese(2+) salt	TPC		N44	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	1.5440217765	8.677826724	11.4703036895	-3.7501056135	1.8657968095	-4.994399344	0	0	0	0	0	0
N45	Rotenone	TPC		N45	luc.a		-119.711509	-5.15392225	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-4.805910744	-4.751835536	-5.925104415	-28.343653065	-36.6207447	-99.898379855	0	0	0	-28.3436531	-36.6207447	-99.8983799
N46	Heptachlor	TPC		N46	luc.a		-141.549504	-4.89834857	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	4.261500103	10.0875183545	-4.2922202035	9.063258138	-93.87398642	-99.32561174	0	0	0	0	-93.8739864	-99.3256117
N47	Acetaminophen (4-hydroxyacetanilide)	TPC		N47	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	1.7636159845	11.516005875	-11.069161611	5.828535564	2.161918312	7.5880226785	0	0	0	0	0	0
N48	D-Glucitol	TPC		N48	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	5.3503213855	5.1911894275	-7.3031454245	1.821341927	4.660443488	5.85124196	0	0	0	0	0	0
N49	Manganese, tricarbonyl[(1,2,3,4,5-.eta.)-1-methyl-2,4-cyclopentadien-1-yl]-	TPC		N49	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	1.077384084	7.7380323055	-3.8297269875	4.216002221	4.7344738635	3.7818862085	0	0	0	0	0	0
N5	1-methyl-4-phenylpyridinium iodide	TPC		N5	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-3.4425967015	8.1515418505	4.8726963825	5.442300033	7.038669305	5.3431412175	0	0	0	0	0	0
N50	Naphthalene	TPC		N50	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	2.2760024705	9.034948603	9.7430331075	0.7785059925	5.9004522805	2.0358672935	0	0	0	0	0	0
N51	Parathion	TPC		N51	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-9.6735823575	3.9224669605	5.4295759695	0.5564205625	-6.44411285	-10.407981802	0	0	0	0	0	0
N52	Benz(a)anthracene	TPC		N52	luc.a		0	-4	NOISY	1	0 1 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	2.404099092	-29.50602056	7.166285188	10.9654681315	-3.5291668125	10.86758202	0	0	0	0	0	0
N53	Lindane	TPC		N53	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	1.022485532	7.070778266	-0.22416763	0.1508732545	-2.9184162125	4.908946037	0	0	0	0	0	0
N54	Acetylsalicylic acid	TPC		N54	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	7.2077223965	-2.85345081	3.9760258605	3.0186720735	-0.0589929549999999	15.26496299	0	0	0	0	0	0
N55	L-Ascorbic acid	TPC		N55	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	8.589335955	7.070778269	-0.2902380895	0.6047000035	-16.41970596	6.5256302195	0	0	0	0	0	0
N56	Fluorene	TPC		N56	luc.a		0	-4	NOISY	1	0 0 0 1 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	0.793741565	11.6945668125	-2.6404587175	-21.3721017265	2.6801309405	12.14245297	0	0	0	0	0	0
N57	Anthracene	TPC		N57	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	7.2351716725	8.330102789	2.796196227	0.28605569	-11.635492938	9.324803401	0	0	0	0	0	0
N58	Aldicarb	TPC		N58	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	5.3686209025	0.0411160060000002	1.1066801955	-5.1695211895	-1.3545245285	-6.795847431	0	0	0	0	0	0
N59	Tebuconazole	TPC		N59	luc.a		-8.31054272	-4.0011327	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	2.0747077795	10.8205580025	5.4201373325	3.202133951	-9.3127899065	-20.04341952	0	0	0	0	0	-20.0434195
N6_1	Saccharin Sodium Salt hydrate	TPC		N6_1	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	1.754466226	6.224963288	2.767880318	4.833979071	10.684665303	8.373269282	0	0	0	0	0	0
N6_2	Saccharin Sodium Salt hydrate	TPC		N6_2	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	3.840611204	8.113950075	4.7877486495	2.1496421285	-2.9831927915	-7.4887120805	0	0	0	0	0	0
N60	5-Fluorouracil	TPC		N60	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-0.322528993	-14.300146842	4.136482692	0.0543143715	-19.36241339	-6.084506392	0	0	0	0	0	0
N61	Benzo(b)fluoranthene	TPC		N61	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	2.6511425765	5.6704845815	6.5905283275	-0.3705447125	-1.993036515	-1.483885124	0	0	0	0	0	0
N62	Chlorpyrifos (Dursban)	TPC		N62	luc.a		-14.8833133	-4.21590793	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-6.928654755	-0.804698972	0.6725028905	1.2902680715	-5.6205249215	-34.067000015	0	0	0	0	0	-34.067
N63	Acenaphthene	TPC		N63	luc.a		0	-4	NOISY	1	0 0 0 1 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	3.126930027	-6.9979441975	2.871705326	-21.632810709	4.4661137525	10.13776459	0	0	0	0	0	0
N64	Diethylstilbestrol	TPC		N64	luc.a		-24.70783	-4.33283937	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	7.216872156	10.876945665	0.0023596589999999	-2.504496023	-10.700859448	-55.02846519	0	0	0	0	0	-55.0284652
N65	Diazepam	TPC		N65	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	3.7674131345	-17.016152715	-3.603199698	1.647535939	7.020161709	-0.061203044	0	0	0	0	0	0
N66	2,2',4,4',5,5'-Hexabromodiphenyl ether	TPC		N66	luc.a		-12.605792	-4.16483715	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	6.3750943565	-3.999999998	6.4395101345	8.561151949	1.4863911345	-29.207709275	0	0	0	0	0	-29.2077093
N67	chrysene	TPC		N67	luc.a		0	-4	NOISY	1	0 0 0 0 1 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	1.1963309465	11.7039647555	6.7321078835	2.922113191	-23.323038485	-1.271406631	0	0	0	0	0	0
N68	Dibenz(a,h)anthracene	TPC		N68	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	6.960678912	8.62143906	0.445975601	0.0156908185	-6.7494881495	0.834901902	0	0	0	0	0	0
N69_1	Methyl mercuric (II) chloride	TPC		N69_1	luc.a		-355.850548	-5.88108377	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	13.86874671	2.634948605	-80.24493263	-89.67785543	-90.16321384	-86.48452025	0	0	-80.2449326	-89.6778554	-90.1632138	-86.4845203
N69_2	Methyl mercuric (II) chloride	TPC		N69_2	luc.a		-373.024805	-5.89331827	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	8.589335956	10.7735682825	-89.447603765	-91.30004466	-91.05157835	-90.992759565	0	0	-89.4476038	-91.3000447	-91.0515784	-90.9927596
N7	6-Hydroxydopamine hydrochloride	TPC		N7	luc.a		-114.209443	-4.86906144	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-2.3995242125	11.572393535	5.8259987245	-8.29802899	-72.877121145	-86.9741446	0	0	0	0	-72.8771211	-86.9741446
N70	Bis(tributyltin)oxide	TPC		N70	luc.a		-144.133569	-4.90125891	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	6.9515291535	1.554185022	13.42410156	-12.961823032	-96.640871705	-98.95608393	0	0	0	0	-96.6408717	-98.9560839
N71	Benzo[g,h,i]perylene	TPC		N71	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	4.5268431045	-1.152422906	-0.9603813205	-1.50993953	2.6153543625	-0.624732958	0	0	0	0	0	0
N72	Dibenz[a,c]anthracene	TPC		N72	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	11.6819543905	-2.7124816445	-3.735340617	-19.228494528	3.929393529	-15.378130882	0	0	0	0	0	0
N73	2,3,7,8-Tetrachlorodibenzo-p-dioxin	TPC		N73	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	5.725461491	4.2044052865	-2.85754737	2.4586305535	4.392083377	4.1329376305	0	0	0	0	0	0
N74	Isodecyl diphenyl phosphate	TPC		N74	luc.a		-44.9760374	-4.41646465	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	4.9477320035	11.130690165	2.5696689395	-1.0078333395	-5.3244034205	-98.272457475	0	0	0	0	0	-98.2724575
N75	Phenol, isopropylated, phosphate (3:1)	TPC		N75	luc.a		-93.7980111	-4.82267863	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	11.11466935	10.1439060195	5.873191911	3.115230957	-53.81429943	-84.76621592	0	0	0	0	-53.8142994	-84.7662159
N76	tert-Butylphenyl diphenyl phosphate	TPC		N76	luc.a		-124.165362	-4.87539051	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	8.3056934375	7.268135096	2.3903348355	-5.8550892575	-76.578639925	-99.30713535	0	0	0	0	-76.5786399	-99.3071353
N8	Valproic acid sodium salt	TPC		N8	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-2.975959009	4.1292217325	10.0356308545	6.996898046	7.8067344525	8.2346963525	0	0	0	0	0	0
N81_1	DMSO	TPC		N81_1	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-1.457099069	2.898091043	3.749498572	5.5871383565	3.04102902	7.4679261405	0	0	0	0	0	0
N81_2	DMSO	TPC		N81_2	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	2.266852712	-7.8061673985	4.164798603	3.221445728	3.1613283825	9.953000682	0	0	0	0	0	0
N81_3	DMSO	TPC		N81_3	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-12.5740558615	3.8190895745	-2.168526865	0.315023355	0.412950689	-10.1493123305	0	0	0	0	0	0
N81_4	DMSO	TPC		N81_4	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	6.320195805	7.2587371515	-1.290733618	0.614355892	4.401337174	-5.641073017	0	0	0	0	0	0
N81_5	DMSO	TPC		N81_5	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	1.562321294	0.933920705	1.672998419	-6.6275603205	4.6049207065	-1.188262873	0	0	0	0	0	0
N81_6	DMSO	TPC		N81_6	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	5.094128142	-17.796182085	-1.1869086105	-0.9788656745	-3.732750344	1.814150606	0	0	0	0	0	0
N81_7	DMSO	TPC		N81_7	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-1.6583937595	2.963876652	-4.830222516	1.5606329435	-14.115510521	-6.962134945	0	0	0	0	0	0
N81_8	DMSO	TPC		N81_8	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	0.4460507355	7.728634361	-0.1109039855	-3.6921702815	2.2266948905	4.7057057405	0	0	0	0	0	0
N9	2-Methyoxyethanol	TPC		N9	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-3.982432463	5.444933921	8.7142216665	10.096438182	8.315693284	6.876681641	0	0	0	0	0	0
