Chemical.ID	Chemical.Name	pathway	parent	uniqueID	readout	mask	curvep_wauc	curvep_pod	curvep_remark	curvep_n_corrections	curvep_mask	conc0	conc1	conc2	conc3	conc4	conc5	resp0	resp1	resp2	resp3	resp4	resp5	curvep_r0	curvep_r1	curvep_r2	curvep_r3	curvep_r4	curvep_r5
N19	Berberine chloride	TBC		N19	luc.a		-75.3622746	-4.73131386	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-7.8546149405	-1.399640537	-5.968556101	-9.3489586955	-37.29089436	-82.38997184	0	0	0	0	-37.2908944	-82.3899718
N2	Valinomycin	TBC		N2	luc.a		-88.5237492	-5.06041637	BLIP	1	1 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-24.75071656	-16.451790945	-12.6402269805	-23.743452965	-36.14363666	-54.2768789	0	0	0	-23.743453	-36.1436367	-54.2768789
N20	Phenobarbital 	TBC		N20	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	3.2605331505	7.329361317	-0.3216009805	6.7757493675	-5.5175924795	-19.642166875	0	0	0	0	0	0
N21	1-ethyl-3-methylimidazolium diethylphosphate 	TBC		N21	luc.a		0	-4	NOISY	1	0 0 0 0 1 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-2.638838427	1.753442493	-2.420615518	-19.387515375	-21.137506005	-11.98299188	0	0	0	0	0	0
N22	Benzo(a)pyrene	TBC		N22	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	2.862217916	2.885608752	4.961745324	2.6796202375	0.780852269	9.763101219	0	0	0	0	0	0
N23	Benzo(k)fluoranthene	TBC		N23	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-11.428686771	-0.0750060145	0.5158011445	-18.022138998	-10.404910262	8.6089789615	0	0	0	0	0	0
N24	n-Hexane 	TBC		N24	luc.a		-9.4736771	-4.03789085	OK	1	0 0 1 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-6.858826854	0.0325497800000001	-46.367699415	-3.091444284	-10.513899745	-22.640675905	0	0	0	0	0	-22.6406759
N25	4-H-Cyclopenta(d,e,f)phenanthrene	TBC		N25	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-4.3612826825	0.3325738385	1.6011183725	-8.6358673875	-5.0586894015	-12.71743332	0	0	0	0	0	0
N26	3,3',5,5'-Tetrabromobisphenol A	TBC		N26	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-5.3086270235	-5.9283055715	-0.878032656	-7.7901079315	-15.487261855	-13.159202605	0	0	0	0	0	0
N27	Toluene	TBC		N27	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-5.566993662	-2.1921569185	4.873597728	-7.5137159495	-11.552167955	-6.753547962	0	0	0	0	0	0
N28	Tris(2-chloroethyl) phosphate	TBC		N28	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-3.4839126395	1.0854644005	0.6314948595	-8.6027003495	-14.0990800445	-13.462918995	0	0	0	0	0	0
N29	Captan	TBC		N29	luc.a		-28.5770607	-4.34968387	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-5.497019364	0.055193105	4.642210301	4.7857271185	-11.5808494	-63.399414655	0	0	0	0	0	-63.3994147
N3	3,3'-Iminodipropionitrile	TBC		N3	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-4.226716725	-0.7090191195	-8.4477071285	4.7801992785	-13.949936545	-3.6501187255	0	0	0	0	0	0
N30	Hexachlorophene	TBC		N30	luc.a		-161.247803	-5.20089609	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	5.1929003	12.6448819025	7.4849701465	-34.102624345	-70.991589165	-98.194268045	0	0	0	-34.1026243	-70.9915892	-98.194268
N31_1	Deltamethrin	TBC		N31_1	luc.a		-61.4025895	-4.60283205	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	0.0148022555	7.9633744215	3.98110336	-3.7768963945	-25.22747969	-80.48484179	0	0	0	0	-25.2274797	-80.4848418
N31_2	Deltamethrin	TBC		N31_2	luc.a		-77.3939561	-4.69452026	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-7.736196897	7.889783615	3.4411993585	-8.6579787455	-32.79938048	-96.360925505	0	0	0	0	-32.7993805	-96.3609255
N32	Dichlorodiphenyltrichloroethane (DDT)	TBC		N32	luc.a		-147.578382	-4.89949899	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	4.891472556	8.8974115835	4.0196679315	-1.891903097	-99.69597671	-100	0	0	0	0	-99.6959767	-100
N33_1	Triphenyl phosphate	TBC		N33_1	luc.a		-53.0676511	-4.65002229	BLIP	1	1 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-27.2428781	2.3817947665	-1.996405231	-10.9741435305	-28.62909876	-55.37578	0	0	0	0	-28.6290988	-55.37578
N33_2	Triphenyl phosphate	TBC		N33_2	luc.a		-113.309153	-5.02381675	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-8.6189495775	-4.065892076	-7.28526076	-22.002183495	-40.76708518	-97.603401625	0	0	0	-22.0021835	-40.7670852	-97.6034016
N34	Acrylamide	TBC		N34	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-1.573076043	4.9518121735	5.6559076105	0.1257583505	-15.791285145	-6.267601747	0	0	0	0	0	0
N35	Tricresyl phosphate	TBC		N35	luc.a		-57.1866342	-4.67344629	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-7.4078559605	-4.8810517825	6.212339286	-10.189190312	-30.682690035	-59.40140262	0	0	0	0	-30.68269	-59.4014026
N36	Colchicine	TBC		N36	luc.a		0	-4	NOISY	6	1 1 1 1 1 1	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-45.452343465	-35.568418225	-49.067219425	-51.835933725	-41.461176085	-38.14125573	0	0	0	0	0	0
N37	permethrin	TBC		N37	luc.a		-53.5858001	-4.62126142	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-4.2859257465	-3.4715047905	7.347239534	-4.5563217755	-26.45504542	-61.30101055	0	0	0	0	-26.4550454	-61.3010106
N38	Phenanthrene	TBC		N38	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	0.709162596	1.0231952565	7.5125162695	-0.0677160349999999	-10.525372322	-13.1978574165	0	0	0	0	0	0
N39	Benzo(e)pyrene	TBC		N39	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-4.4258743425	2.0081799015	3.678096012	-7.8509141655	-2.5003047405	-4.213374565	0	0	0	0	0	0
N4	Thalidomide	TBC		N4	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-6.255971364	-3.131854913	-1.2416414735	-6.054366302	-15.64787793	-4.1636755185	0	0	0	0	0	0
N40	6-Propyl-2-thiouracil	TBC		N40	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-2.552716214	2.6648363305	7.798995944	4.387722666	-12.051225055	-10.315312828	0	0	0	0	0	0
N41	Acenaphthylene	TBC		N41	luc.a		-55.9974857	-4.7065796	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	3.847240725	5.1046546185	-5.0925894045	4.6309476075	-34.14740827	-49.50577061	0	0	0	0	-34.1474083	-49.5057706
N42	Carbaryl	TBC		N42	luc.a		-46.1052339	-4.62827379	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-2.31049749	7.153875545	-2.139645068	-9.6253506745	-26.95410252	-44.58004307	0	0	0	0	-26.9541025	-44.5800431
N43	Carbamic acid, butyl-, 3-iodo-2-propynyl ester	TBC		N43	luc.a		-143.200941	-4.89701622	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	0.4884744255	3.3724402425	-2.194737313	-12.892303865	-97.29247184	-96.1179524	0	0	0	0	-97.2924718	-96.1179524
N44	Acetic acid, manganese(2+) salt	TBC		N44	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-2.2943495755	2.8629654265	-13.885311719	-3.5115600945	-11.1506277645	-9.437296372	0	0	0	0	0	0
N45	Rotenone	TBC		N45	luc.a		-241.151417	-5.73938267	BASE_SHIFT?	2	1 1 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-26.81764967	-22.44095045	-38.445434575	-53.096281145	-68.19801668	-99.961345185	0	0	-38.4454346	-53.0962811	-68.1980167	-99.9613452
N46	Heptachlor	TBC		N46	luc.a		-145.083692	-4.89711934	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-5.4108971515	0.0834972614999998	-13.642905842	-0.3330523345	-97.38998874	-99.63554034	0	0	0	0	-97.3899887	-99.6355403
N47	Acetaminophen (4-hydroxyacetanilide)	TBC		N47	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-7.0848976625	-3.833797993	11.2257335885	-7.78458009	-18.647956805	-18.637141755	0	0	0	0	0	0
N48	D-Glucitol	TBC		N48	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-0.9325420855	0.219357213	2.8076385395	3.9897182185	-19.669016155	-17.505107955	0	0	0	0	0	0
N49	Manganese, tricarbonyl[(1,2,3,4,5-.eta.)-1-methyl-2,4-cyclopentadien-1-yl]-	TBC		N49	luc.a		-33.7514753	-4.56133857	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-7.267907365	0.9326219555	18.773371162	6.0350188635	-22.841183685	-27.7210227	0	0	0	0	-22.8411837	-27.7210227
N5	1-methyl-4-phenylpyridinium iodide	TBC		N5	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-1.820677405	3.5309435195	-1.5556672705	-3.345724907	-17.27698386	-11.4086918115	0	0	0	0	0	0
N50	Naphthalene	TBC		N50	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-4.226716725	7.816192808	9.6005123575	8.7657716185	-12.6822167905	-14.08691811	0	0	0	0	0	0
N51	Parathion	TBC		N51	luc.a		-9.79202369	-4.05201672	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	12.0234683045	13.4487199465	-0.431785471	-5.672945371	-8.838903506	-23.319896185	0	0	0	0	0	-23.3198962
N52	Benz(a)anthracene	TBC		N52	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-4.7918937465	-18.099092855	0.1246462045	-3.0251102115	-1.2670027175	-3.616986029	0	0	0	0	0	0
N53	Lindane	TBC		N53	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-0.749532383	1.6402258675	4.697302546	-10.824891863	-10.2844482045	-9.685791596	0	0	0	0	0	0
N54	Acetylsalicylic acid	TBC		N54	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-3.7315140015	5.6141294345	-3.483895848	1.253437625	-13.4279342895	-15.174774975	0	0	0	0	0	0
N55	L-Ascorbic acid	TBC		N55	luc.a		0	-4	NOISY	1	0 0 0 0 1 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-1.782998937	6.972728944	5.286789568	-7.6795511395	-46.268185825	-13.976475785	0	0	0	0	0	0
N56	Fluorene	TBC		N56	luc.a		0	-4	NOISY	1	0 0 0 1 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-2.08980932	-1.9317586785	2.030837884	-41.0787578945	-12.59617246	-9.9508531685	0	0	0	0	0	0
N57	Anthracene	TBC		N57	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-7.6070135775	-0.1316143275	-0.194888817	7.8260388885	-1.90373074	-11.751063005	0	0	0	0	0	0
N58	Aldicarb	TBC		N58	luc.a		-11.1559965	-4.10425762	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-0.604201149	-14.6516465925	5.2151696495	-17.1266289835	-15.6822956625	-26.230051355	0	0	0	0	0	-26.2300514
N59	Tebuconazole	TBC		N59	luc.a		-41.0126989	-4.53740656	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	1.4573493195	2.970521221	2.7856016415	-3.9261480635	-21.65950826	-45.800430725	0	0	0	0	-21.6595083	-45.8004307
N6_1	Saccharin Sodium Salt hydrate	TBC		N6_1	luc.a		0	-4	NOISY	1	0 0 0 0 1 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-1.723789916	0.406164645	-5.5223089135	-6.325230444	-22.29623628	-6.2179027005	0	0	0	0	0	0
N6_2	Saccharin Sodium Salt hydrate	TBC		N6_2	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-2.7249606395	5.115976281	2.2401884155	-3.6995066405	-20.23117243	-16.212932795	0	0	0	0	0	0
N60	5-Fluorouracil	TBC		N60	luc.a		0	-4	NOISY	1	0 1 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	1.511175703	-33.9833854585	-0.167342694499999	6.21743757	-14.94231445	-20.56988238	0	0	0	0	0	0
N61	Benzo(b)fluoranthene	TBC		N61	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	4.8430288105	-9.3644301685	4.157398544	-2.5718273665	1.383162559	7.3941134245	0	0	0	0	0	0
N62	Chlorpyrifos (Dursban)	TBC		N62	luc.a		-24.6947852	-4.32365519	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	1.371227107	11.444785667	-5.7812424655	-4.3462638715	-13.38204398	-55.116240545	0	0	0	0	0	-55.1162405
N63	Acenaphthene	TBC		N63	luc.a		0	-4	NOISY	1	0 0 0 1 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-3.2470765545	10.7994508995	-1.720944006	-46.18095383	-17.87929415	-14.920757635	0	0	0	0	0	0
N64	Diethylstilbestrol	TBC		N64	luc.a		-72.5245349	-4.67617066	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-6.783469918	-3.3413056705	-1.170021555	-15.88286508	-30.94082301	-90.49091612	0	0	0	0	-30.940823	-90.4909161
N65	Diazepam	TBC		N65	luc.a		-37.3302952	-4.6379813	OK	1	0 1 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-6.9610969835	-40.544288931	-0.260999511	-1.444148091	-27.67687487	-24.739080015	0	0	0	0	-27.6768749	-24.73908
N66	2,2',4,4',5,5'-Hexabromodiphenyl ether	TBC		N66	luc.a		-58.6722345	-4.72278533	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-2.6872821715	-16.4914167635	-3.968707605	-1.864263899	-36.14363666	-50.75929096	0	0	0	0	-36.1436367	-50.759291
N67	chrysene	TBC		N67	luc.a		-41.1391803	-4.61235165	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-6.643521322	-3.7998330055	-6.5139693275	-10.227885188	-25.846998845	-36.639240155	0	0	0	0	-25.8469988	-36.6392402
N68	Dibenz(a,h)anthracene	TBC		N68	luc.a		-55.3366829	-4.74091851	SINGLE_POINT_ACT	1	0 0 0 0 0 1	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-5.5024020025	-1.048668997	-2.7621874375	-3.2241124385	-38.67333988	-26.506157155	0	0	0	0	-38.6733399	-38.6733399
N69_1	Methyl mercuric (II) chloride	TBC		N69_1	luc.a		-455.375082	-6.21455773	OK	1	0 0 0 0 0 1	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-20.58455452	-35.61370487	-91.405609765	-95.201835245	-96.8622502	-90.91059694	0	-35.6137049	-91.4056098	-95.2018352	-96.8622502	-96.8622502
N69_2	Methyl mercuric (II) chloride	TBC		N69_2	luc.a		-392.251685	-5.89430165	BASE_SHIFT?	2	1 1 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-23.02827231	-23.499525905	-94.79378284	-95.621951055	-96.04196095	-94.33430891	0	0	-94.7937828	-95.6219511	-96.041961	-94.3343089
N7	6-Hydroxydopamine hydrochloride	TBC		N7	luc.a		-127.229229	-4.87687083	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	1.661889575	-0.0467018585	0.5764026145	-4.8492972735	-81.374271315	-96.123474515	0	0	0	0	-81.3742713	-96.1234745
N70	Bis(tributyltin)oxide	TBC		N70	luc.a		-186.096905	-5.17336192	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-2.041365575	9.950326205	9.8153721125	-31.416094305	-98.27337717	-99.09989508	0	0	0	-31.4160943	-98.2733772	-99.0998951
N71	Benzo[g,h,i]perylene	TBC		N71	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	3.7288226825	21.062538035	-6.277072673	-2.0964331615	-4.6628854965	-3.224915788	0	0	0	0	0	0
N72	Dibenz[a,c]anthracene	TBC		N72	luc.a		0	-4	NOISY	1	0 0 0 1 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-6.14293596	16.862201213	12.211884776	-42.50494051	-12.102851654	10.464409962	0	0	0	0	0	0
N73	2,3,7,8-Tetrachlorodibenzo-p-dioxin	TBC		N73	luc.a		0	-4	NOISY	1	0 0 1 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-6.250588726	12.3335361815	-23.239974933	-12.2621301545	-10.1639861455	-9.6195262005	0	0	0	0	0	0
N74	Isodecyl diphenyl phosphate	TBC		N74	luc.a		-76.2760265	-4.67123356	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-7.720048982	8.3426501195	-15.885160215	-16.888931885	-30.47618365	-99.287647025	0	0	0	0	-30.4761836	-99.287647
N75	Phenol, isopropylated, phosphate (3:1)	TBC		N75	luc.a		-116.925705	-4.85994929	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-11.794706175	0.9382827865	-9.758902561	-12.6877738	-71.542272865	-95.344856145	0	0	0	0	-71.5422729	-95.3448561
N76	tert-Butylphenyl diphenyl phosphate	TBC		N76	luc.a		-180.39668	-5.17274584	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-8.721219706	6.5198624405	-17.68667663	-31.36081591	-92.714913635	-99.243470095	0	0	0	-31.3608159	-92.7149136	-99.2434701
N8	Valproic acid sodium salt	TBC		N8	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	1.8987256605	-12.908110555	1.8710703735	5.4435400285	-11.489068786	-4.196808217	0	0	0	0	0	0
N81_1	DMSO	TBC		N81_1	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-8.274460725	-1.7506120775	2.2071330685	-0.1008830725	0.0638162090000001	1.6014136615	0	0	0	0	0	0
N81_2	DMSO	TBC		N81_2	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-5.981456811	16.216866449	-3.9301430335	1.756471027	0.6144999035	-3.2028273235	0	0	0	0	0	0
N81_3	DMSO	TBC		N81_3	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	4.2347906835	-1.360014718	-3.9907445025	-1.05719932	0.769379692	5.323319896	0	0	0	0	0	0
N81_4	DMSO	TBC		N81_4	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	1.6134458305	9.1747923195	5.4520663035	8.9592460015	-10.422119128	6.654149868	0	0	0	0	0	0
N81_5	DMSO	TBC		N81_5	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	5.085247534	3.8139850835	-7.1475301455	-3.002998853	-0.349196561	2.9267215195	0	0	0	0	0	0
N81_6	DMSO	TBC		N81_6	luc.a		0	-4	NOISY	1	0 1 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	2.178622852	-39.0271861435	7.5455716165	-3.660811764	7.285803404	-2.1867579655	0	0	0	0	0	0
N81_7	DMSO	TBC		N81_7	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-8.7104544295	7.82751447	-11.7312049365	-3.356780586	6.7580648625	-5.014081397	0	0	0	0	0	0
N81_8	DMSO	TBC		N81_8	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	9.8542650695	5.104654619	11.5948516285	0.462956565	-4.7202483795	-6.101938263	0	0	0	0	0	0
N9	2-Methyoxyethanol	TBC		N9	luc.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	4.7138454915	2.025162395	-1.192058453	4.061580133	-15.326645775	-13.94334309	0	0	0	0	0	0
