Chemical.ID	Chemical.Name	pathway	parent	uniqueID	readout	mask	curvep_wauc	curvep_pod	curvep_remark	curvep_n_corrections	curvep_mask	conc0	conc1	conc2	conc3	conc4	conc5	resp0	resp1	resp2	resp3	resp4	resp5	curvep_r0	curvep_r1	curvep_r2	curvep_r3	curvep_r4	curvep_r5
N31_2	Deltamethrin	NBD	CSG|TBC|TOG|TPC	N31_2	via.a		-32.7891827	-4.45659746	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-2.5999158605	0.835795694	3.089571614	3.053897396	-2.0595774775	-70.999055065	0	0	0	0	0	-70.9990551
N32	Dichlorodiphenyltrichloroethane (DDT)	NBD	CSG|TBC|TOG|TPC	N32	via.a		-144.471224	-4.95472173	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	1.236853176	2.7268889825	5.166594548	0.147071546	-94.837797225	-100	0	0	0	0	-94.8377972	-100
N33_1	Triphenyl phosphate	NBD	CSG|TBC|TOG|TPC	N33_1	via.a		-10.0167897	-4.31290756	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	2.3811527135	-3.284086112	1.9125919515	-2.759754304	-2.978873862	-22.412163905	0	0	0	0	0	-22.4121639
N33_2	Triphenyl phosphate	NBD	CSG|TBC|TOG|TPC	N33_2	via.a		-33.3367508	-4.45767046	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	1.7753470765	-1.3929928235	-2.1722198185	5.3378319925	4.3754972155	-72.167339575	0	0	0	0	0	-72.1673396
N34	Acrylamide	NBD	CSG|TBC|TOG|TPC	N34	via.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	1.977282289	6.3739974675	3.435742103	1.0468033565	3.88049147	-2.1389914955	0	0	0	0	0	0
N35	Tricresyl phosphate	NBD	CSG|TBC|TOG|TPC	N35	via.a		-14.3329151	-4.37405646	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-2.128733698	-1.663149008	0.2509736045	0.423912103	-6.9389198265	-31.620994755	0	0	0	0	0	-31.6209948
N36	Colchicine	NBD	CSG|TBC|TOG|TPC	N36	via.a		0	-4	INVERSE|CARRY_OVER	4	1 1 1 1 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-15.860328145	-21.857323765	-25.22717438	-22.000173025	-4.5346062055	-5.506399794	0	0	0	0	0	0
N37	permethrin	NBD	CSG|TBC|TOG|TPC	N37	via.a		-11.9493831	-4.345535	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-2.0614219605	-2.47361756	6.41280831	-1.583181936	-6.6560593995	-26.535521005	0	0	0	0	0	-26.535521
N38	Phenanthrene	NBD	CSG|TBC|TOG|TPC	N38	via.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	1.9772822885	-0.717602364	8.4205971445	7.621766591	-4.393175992	-2.826217679	0	0	0	0	0	0
N39	Benzo(e)pyrene	NBD	CSG|TBC|TOG|TPC	N39	via.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	0.6983592765	-1.12283664	16.3132842935	0.977593217	-3.82745514	-2.1389914955	0	0	0	0	0	0
N4	Thalidomide	NBD	CSG|TBC|TOG|TPC	N4	via.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-2.8018510725	4.482904179	0.8740804845	-0.2681892895	-4.3931759925	-6.3997938325	0	0	0	0	0	0
N40	6-Propyl-2-thiouracil	NBD	CSG|TBC|TOG|TPC	N40	via.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-1.051745898	-0.852680456	2.5356988315	4.0920494855	-6.443914081	-3.307276007	0	0	0	0	0	0
N41	Acenaphthylene	NBD	CSG|TBC|TOG|TPC	N41	via.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	3.323517038	2.524271845	-4.526179143	6.652824639	0.6275965705	-0.9019843655	0	0	0	0	0	0
N42	Carbaryl	NBD	CSG|TBC|TOG|TPC	N42	via.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	2.1119057635	3.2672013505	-2.172219818	-1.098710961	2.4661893395	-6.812129542	0	0	0	0	0	0
N43	Carbamic acid, butyl-, 3-iodo-2-propynyl ester	NBD	CSG|TBC|TOG|TPC	N43	via.a		-118.343651	-4.94583671	SINGLE_POINT_ACT	1	0 0 0 0 0 1	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-1.3883045855	2.051498523	-1.272176547	-2.344493468	-79.28047379	-74.229018125	0	0	0	0	-79.2804738	-79.2804738
N44	Acetic acid, manganese(2+) salt	NBD	CSG|TBC|TOG|TPC	N44	via.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	1.775347076	3.942591811	8.55906534	-5.0436889	-0.150269601	-5.575122412	0	0	0	0	0	0
N45	Rotenone	NBD	CSG|TBC|TOG|TPC	N45	via.a		-46.1562875	-4.47559218	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	1.909970551	-1.7982271	8.489831243	-4.490007786	-3.0495889685	-99.51894167	0	0	0	0	0	-99.5189417
N46	Heptachlor	NBD	CSG|TBC|TOG|TPC	N46	via.a		-123.84782	-4.9430425	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	4.1985696255	-0.244829042	4.2665512765	-1.23713124	-75.391142935	-97.59470836	0	0	0	0	-75.3911429	-97.5947084
N47	Acetaminophen (4-hydroxyacetanilide)	NBD	CSG|TBC|TOG|TPC	N47	via.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-1.590239798	-3.2165470665	3.85114669	0.9775932175	-7.363210466	-4.9566188475	0	0	0	0	0	0
N48	D-Glucitol	NBD	CSG|TBC|TOG|TPC	N48	via.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	0.6983592765	1.3085690165	11.189961057	2.777056839	-0.9988508795	-3.513443862	0	0	0	0	0	0
N49	Manganese, tricarbonyl[(1,2,3,4,5-.eta.)-1-methyl-2,4-cyclopentadien-1-yl]-	NBD	CSG|TBC|TOG|TPC	N49	via.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	0.0252419015000001	1.5787252005	13.5439203795	2.6386365605	-4.6760364185	-4.6130057555	0	0	0	0	0	0
N5	1-methyl-4-phenylpyridinium iodide	NBD	CSG|TBC|TOG|TPC	N5	via.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	4.535128313	2.726888983	1.8433578535	5.476252271	-3.898170247	-1.7266557855	0	0	0	0	0	0
N50	Naphthalene	NBD	CSG|TBC|TOG|TPC	N50	via.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	1.2368531765	-0.312368088	14.9978364345	0.5623323815	-2.7667285425	-4.2006700455	0	0	0	0	0	0
N51	Parathion	NBD	CSG|TBC|TOG|TPC	N51	via.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	1.169541439	-4.2971718025	-0.7875378625	0.423912103	-4.322460886	-6.124903359	0	0	0	0	0	0
N52	Benz(a)anthracene	NBD	CSG|TBC|TOG|TPC	N52	via.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-3.946150612	1.1059518785	2.3279965385	3.6767886495	-1.3524264125	-0.4896486555	0	0	0	0	0	0
N53	Lindane	NBD	CSG|TBC|TOG|TPC	N53	via.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	0.2944888515	2.4567327985	1.704889658	1.4620641925	-4.1810306725	-4.6130057555	0	0	0	0	0	0
N54	Acetylsalicylic acid	NBD	CSG|TBC|TOG|TPC	N54	via.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	1.573411864	2.1190375685	-2.2414539165	3.1923176745	1.1933174225	-2.207714114	0	0	0	0	0	0
N55	L-Ascorbic acid	NBD	CSG|TBC|TOG|TPC	N55	via.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	3.390828776	5.293372731	0.8740804845	0.2162816855	-5.736763016	-2.482604587	0	0	0	0	0	0
N56	Fluorene	NBD	CSG|TBC|TOG|TPC	N56	via.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	0.361800589	0.0253271420000001	0.666378191	-6.843152523	1.6176080615	1.090971566	0	0	0	0	0	0
N57	Anthracene	NBD	CSG|TBC|TOG|TPC	N57	via.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-2.667227598	1.1734909245	2.535698832	1.4620641925	-5.736763018	-3.7883343355	0	0	0	0	0	0
N58	Aldicarb	NBD	CSG|TBC|TOG|TPC	N58	via.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	0.6983592765	4.145208949	6.2051060145	-0.614239986	-0.291699814	-2.345159351	0	0	0	0	0	0
N59	Tebuconazole	NBD	CSG|TBC|TOG|TPC	N59	via.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	2.179217501	-0.987758548	3.435742103	8.659918678	-3.403164501	-1.4517653125	0	0	0	0	0	0
N6_1	Saccharin Sodium Salt hydrate	NBD	CSG|TBC|TOG|TPC	N6_1	via.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	0.765671014	1.6462642465	0.1817395065	1.8773250285	-0.4331300275	-3.7196117175	0	0	0	0	0	0
N6_2	Saccharin Sodium Salt hydrate	NBD	CSG|TBC|TOG|TPC	N6_2	via.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	1.5061001265	0.295483326	3.0203375165	5.476252271	5.7897993445	-6.193625977	0	0	0	0	0	0
N60	5-Fluorouracil	NBD	CSG|TBC|TOG|TPC	N60	via.a		0	-4	OK	1	0 0 0 0 1 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	3.6600757235	0.160405234	2.0510601475	3.8844190675	-10.75753558	-5.6438450305	0	0	0	0	0	0
N61	Benzo(b)fluoranthene	NBD	CSG|TBC|TOG|TPC	N61	via.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-3.811527135	2.5242718445	-0.0259627865	-1.4447616575	-4.3224608855	-1.1081522205	0	0	0	0	0	0
N62	Chlorpyrifos (Dursban)	NBD	CSG|TBC|TOG|TPC	N62	via.a		-6.82801043	-4.22138462	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-0.3113167855	3.199662305	-0.85677196	-2.690544165	-1.210996199	-15.60862469	0	0	0	0	0	-15.6086247
N63	Acenaphthene	NBD	CSG|TBC|TOG|TPC	N63	via.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	0.6310475385	0.0928661884999999	0.735612289	-0.8910805435	-3.1910191815	-1.451765312	0	0	0	0	0	0
N64	Diethylstilbestrol	NBD	CSG|TBC|TOG|TPC	N64	via.a		-6.40928184	-4.20308024	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-2.936474548	0.3630223725	-0.510601471	4.784150878	4.163351896	-14.71523065	0	0	0	0	0	-14.7152307
N65	Diazepam	NBD	CSG|TBC|TOG|TPC	N65	via.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-6.503996634	1.6462642465	0.5971440935	2.8462669785	-5.24175727	1.709475131	0	0	0	0	0	0
N66	2,2',4,4',5,5'-Hexabromodiphenyl ether	NBD	CSG|TBC|TOG|TPC	N66	via.a		-6.2160225	-4.19386083	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	5.6121161125	3.064584213	2.189528343	4.299679903	-6.443914081	-14.30289494	0	0	0	0	0	-14.3028949
N67	chrysene	NBD	CSG|TBC|TOG|TPC	N67	via.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-2.5326041225	0.430561418	2.8818693205	0.908383078	-0.4331300275	5.695386994	0	0	0	0	0	0
N68	Dibenz(a,h)anthracene	NBD	CSG|TBC|TOG|TPC	N68	via.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	2.2465292385	4.617982271	0.735612289	4.3688900425	0.981172103	8.925350056	0	0	0	0	0	0
N69_1	Methyl mercuric (II) chloride	NBD	CSG|TBC|TOG|TPC	N69_1	via.a		-231.671784	-5.87703042	OK	1	0 0 0 0 0 1	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	11.333613797	8.7378640785	-34.919948075	-67.263604115	-63.51100504	-57.39197663	0	0	-34.9199481	-67.2636041	-63.511005	-63.511005
N69_2	Methyl mercuric (II) chloride	NBD	CSG|TBC|TOG|TPC	N69_2	via.a		-282.581673	-5.92986823	OK	1	0 0 0 0 1 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	18.80521666	7.4546222035	-61.228905235	-71.83147331	-64.571731635	-69.83077055	0	0	-61.2289052	-71.8314733	-70.8768955	-69.8307705
N7	6-Hydroxydopamine hydrochloride	NBD	CSG|TBC|TOG|TPC	N7	via.a		-84.526593	-5.21363714	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	0.5637358015	2.7268889825	2.812635223	-15.217579375	-40.387165205	-50.10737909	0	0	0	-15.2175794	-40.3871652	-50.1073791
N70	Bis(tributyltin)oxide	NBD	CSG|TBC|TOG|TPC	N70	via.a		-131.786328	-4.948848	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	0.5637358015	-0.852680456	4.958892254	-7.0507829375	-83.947670825	-96.426423845	0	0	0	0	-83.9476708	-96.4264238
N71	Benzo[g,h,i]perylene	NBD	CSG|TBC|TOG|TPC	N71	via.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	3.054270088	-1.663149008	-3.1414971875	-5.11289904	-0.5745602405	2.740314406	0	0	0	0	0	0
N72	Dibenz[a,c]anthracene	NBD	CSG|TBC|TOG|TPC	N72	via.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	1.506100126	0.6331785565	2.3279965385	-4.766848343	-4.3224608855	-1.314320076	0	0	0	0	0	0
N73	2,3,7,8-Tetrachlorodibenzo-p-dioxin	NBD	CSG|TBC|TOG|TPC	N73	via.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	2.9869583505	1.9164204305	-2.241453916	2.2925858635	-0.928135773	0.816081093	0	0	0	0	0	0
N74	Isodecyl diphenyl phosphate	NBD	CSG|TBC|TOG|TPC	N74	via.a		-42.4199401	-4.47147452	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-0.042069836	-1.190375686	0.9433145825	-4.697638204	-3.6860249275	-91.547117945	0	0	0	0	0	-91.5471179
N75	Phenol, isopropylated, phosphate (3:1)	NBD	CSG|TBC|TOG|TPC	N75	via.a		-46.3502534	-4.82803874	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	1.842658814	0.2279442805	-4.1107745565	-2.2060731895	-24.971271985	-44.8844601	0	0	0	0	-24.971272	-44.8844601
N76	tert-Butylphenyl diphenyl phosphate	NBD	CSG|TBC|TOG|TPC	N76	via.a		-80.5094229	-4.86716146	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	3.6600757255	0.2954833265	-3.4184335785	-2.828964443	-32.32564307	-97.80087621	0	0	0	0	-32.3256431	-97.8008762
N8	Valproic acid sodium salt	NBD	CSG|TBC|TOG|TPC	N8	via.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-1.1190576355	-0.7851414095	3.5049762005	0.908383078	-2.0595774775	-5.987458122	0	0	0	0	0	0
N81_1	DMSO	NBD	CSG|TBC|TOG|TPC	N81_1	via.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	0.2944888515	-0.852680456	1.1510168755	-0.614239986	-0.362414921	1.915642986	0	0	0	0	0	0
N81_2	DMSO	NBD	CSG|TBC|TOG|TPC	N81_2	via.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	1.034917964	1.1059518785	-2.518390307	1.323643914	-2.978873862	0.747358474	0	0	0	0	0	0
N81_3	DMSO	NBD	CSG|TBC|TOG|TPC	N81_3	via.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-3.40765671	1.7138032925	-1.8260493295	1.2544337745	1.1933174225	-0.970706984	0	0	0	0	0	0
N81_4	DMSO	NBD	CSG|TBC|TOG|TPC	N81_4	via.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	0.227177114	0.8357956945	0.043271311	-1.375551518	0.83974189	0.3350227645	0	0	0	0	0	0
N81_5	DMSO	NBD	CSG|TBC|TOG|TPC	N81_5	via.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-1.051745898	-4.1620937105	3.781912592	-2.4137036075	2.536904446	1.7781977495	0	0	0	0	0	0
N81_6	DMSO	NBD	CSG|TBC|TOG|TPC	N81_6	via.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-1.320992848	2.6593499365	-1.8260493295	-1.098710961	1.1226023155	0.266300146	0	0	0	0	0	0
N81_7	DMSO	NBD	CSG|TBC|TOG|TPC	N81_7	via.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	0.7656710135	-1.12283664	0.3202077025	1.531274332	-2.41315301	-3.719611717	0	0	0	0	0	0
N81_8	DMSO	NBD	CSG|TBC|TOG|TPC	N81_8	via.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	3.4581405135	-0.1772899955	0.8740804845	1.392854053	0.061875718	-0.352203419	0	0	0	0	0	0
N9	2-Methyoxyethanol	NBD	CSG|TBC|TOG|TPC	N9	via.a		0	-4	OK	0	0 0 0 0 0 0	-6.522878745	-6	-5.522878745	-5	-4.522878745	-4	-1.724863273	-2.4736175605	6.8974469935	5.199411714	-4.322460886	-5.781290267	0	0	0	0	0	0
